id_estudiante,edad,sexo,semestre,estrato,trabaja,horas_trabajo_semana,beca,acceso_internet,promedio_acumulado,asistencia,horas_estudio_semana,talleres_entregados,proyectos_entregados,horas_programacion,participacion_clase,horas_sueno,uso_redes_sociales,nivel_estres,uso_herramientas_IA,aprueba_asignatura
593,29,Masculino,1,5,No,0,No,Sí,3.72,95.8,18.7,81.6,71.5,7.1,9.5,5.5,5.1,6,4.1,Sí
594,18,Masculino,1,1,No,0,No,Sí,3.25,79.0,6.2,73.0,68.7,3.4,8.6,6.5,3.2,5,4.3,No
595,21,Masculino,5,2,No,0,No,No,3.69,80.3,19.5,80.7,94.1,12.9,5.7,5.7,2.2,4,5.0,Sí
596,33,Masculino,9,5,Sí,13,No,Sí,3.92,94.1,15.6,86.9,96.7,10.0,9.7,5.3,2.7,3,4.7,Sí
597,34,Masculino,6,3,No,0,Sí,Sí,3.18,52.6,14.6,52.0,40.3,9.4,7.3,7.2,3.4,2,6.0,No
598,20,Femenino,3,3,No,0,No,Sí,3.31,45.4,8.9,44.3,44.4,4.0,4.4,9.0,6.0,4,2.7,No
599,30,Masculino,3,4,No,0,No,No,3.56,98.3,8.6,100.0,100.0,5.8,7.5,6.5,1.6,3,9.2,Sí
600,17,Femenino,7,4,No,0,Sí,Sí,4.29,58.2,35.0,38.8,48.8,29.6,5.6,7.1,2.7,3,5.0,Sí
601,25,Masculino,6,5,No,0,Sí,Sí,3.62,97.6,8.2,98.3,99.6,4.4,10.0,6.9,2.6,2,6.9,Sí
602,33,Masculino,9,6,No,0,Sí,No,2.86,42.5,5.1,35.1,40.0,3.5,4.7,6.8,2.4,2,6.0,No
603,28,Masculino,6,4,Sí,47,Sí,Sí,4.25,87.7,9.3,83.2,92.5,4.2,9.0,8.5,2.2,3,5.2,Sí
604,20,Masculino,5,2,Sí,33,No,Sí,3.32,95.5,6.5,100.0,100.0,2.1,10.0,6.5,6.7,10,5.9,Sí
605,16,Masculino,10,5,No,0,No,Sí,3.2,96.9,12.0,100.0,98.2,7.8,9.9,3.0,2.0,7,5.7,Sí
606,16,Masculino,7,1,No,0,No,Sí,3.72,94.6,7.1,97.3,97.8,2.3,9.7,5.7,3.2,5,4.6,Sí
607,33,Masculino,1,2,Sí,12,No,Sí,3.08,91.7,4.8,81.6,74.0,3.5,8.5,6.9,1.7,3,9.8,Sí
608,30,Masculino,7,5,No,0,No,Sí,3.85,88.9,16.1,98.4,95.7,11.3,10.0,6.7,4.6,5,7.2,Sí
609,32,Masculino,3,2,No,0,No,Sí,3.63,89.4,12.2,82.4,78.3,6.4,10.0,6.5,2.3,4,1.8,Sí
610,26,Masculino,9,2,Sí,31,Sí,Sí,3.78,94.0,6.5,100.0,98.1,3.5,8.6,6.2,1.0,6,7.1,Sí
611,32,Femenino,6,2,Sí,23,No,Sí,3.29,72.4,24.1,67.2,66.2,20.5,7.1,6.9,4.9,5,5.1,No
612,28,Femenino,9,4,Sí,23,No,Sí,3.5,57.9,9.7,66.2,74.3,3.0,3.0,9.3,2.3,3,8.3,Sí
613,16,Masculino,5,3,No,0,Sí,Sí,3.99,70.5,35.0,71.3,74.8,22.3,6.0,6.4,5.8,4,4.3,Sí
614,17,Masculino,7,4,Sí,42,No,Sí,3.22,45.9,5.2,32.5,19.7,4.4,7.0,9.4,5.2,7,0.3,No
615,24,Femenino,4,2,Sí,22,No,Sí,3.12,48.3,15.2,45.4,50.9,12.9,4.5,7.4,2.8,5,4.3,No
616,18,Femenino,7,4,No,0,No,Sí,3.2,73.7,7.5,87.4,81.9,4.9,7.6,6.0,3.7,4,1.8,Sí
617,16,Masculino,1,4,Sí,21,Sí,Sí,3.95,78.6,13.7,85.2,74.3,7.2,7.0,7.8,3.1,2,3.6,Sí
618,31,Femenino,7,3,Sí,47,No,Sí,3.77,96.6,17.6,93.1,81.7,6.3,10.0,3.9,1.5,4,3.9,Sí
619,21,Masculino,8,3,Sí,48,No,Sí,3.57,71.4,18.9,81.8,83.5,7.6,6.9,6.8,6.1,4,5.8,Sí
620,32,Masculino,5,2,No,0,Sí,Sí,3.8,75.1,12.7,77.3,87.9,9.0,8.0,7.4,2.6,3,5.5,Sí
621,20,Femenino,2,6,No,0,Sí,Sí,4.31,99.5,20.9,100.0,97.9,6.5,10.0,7.4,3.0,6,6.3,Sí
622,20,Masculino,5,4,Sí,38,No,Sí,4.27,60.0,17.6,59.4,68.8,14.6,7.7,7.6,3.1,4,6.1,Sí
623,21,Femenino,6,5,Sí,14,Sí,Sí,4.19,89.5,29.3,87.2,88.0,19.1,9.2,7.7,2.7,4,8.9,Sí
624,18,Femenino,2,3,No,0,No,Sí,3.93,66.5,35.0,74.4,52.8,11.4,5.6,7.2,4.1,5,5.0,Sí
625,20,Masculino,6,4,Sí,40,No,Sí,3.45,65.4,7.6,67.4,73.5,3.4,5.8,7.7,2.9,2,6.0,No
626,20,Masculino,6,4,Sí,25,Sí,Sí,4.12,83.0,15.6,87.4,82.0,10.2,6.1,6.1,2.3,3,6.8,Sí
627,25,Masculino,1,4,Sí,40,Sí,Sí,4.01,90.9,2.5,84.0,75.9,0.8,9.2,8.2,2.4,4,3.7,Sí
628,25,Masculino,1,6,No,0,No,Sí,3.59,79.8,8.5,89.2,95.3,6.5,7.9,6.2,6.9,3,2.5,Sí
629,34,Femenino,10,3,No,0,Sí,Sí,3.27,56.6,8.4,64.5,65.8,7.2,7.5,8.2,3.1,6,5.7,No
630,32,Masculino,3,2,Sí,22,Sí,Sí,3.72,72.6,14.6,83.5,82.8,12.8,5.9,6.8,6.8,6,4.2,Sí
631,29,Masculino,10,4,No,0,No,Sí,4.24,90.3,26.1,79.5,80.4,19.3,8.2,7.1,1.9,7,6.6,Sí
632,24,Femenino,10,4,Sí,33,No,Sí,4.44,91.3,16.6,82.0,73.6,13.5,8.3,7.9,2.2,6,6.5,Sí
633,29,Masculino,3,3,Sí,19,No,Sí,3.94,86.7,5.0,80.7,98.4,3.3,8.4,8.6,2.4,3,7.0,Sí
634,16,Femenino,4,2,No,0,Sí,Sí,3.62,67.7,12.4,65.8,67.5,7.1,5.3,6.8,2.9,2,3.4,No
635,34,Masculino,2,3,Sí,22,No,Sí,3.09,40.0,19.5,29.3,30.9,14.2,3.7,7.1,2.1,2,3.9,No
636,28,Femenino,9,3,No,0,No,Sí,2.5,70.1,11.9,75.2,74.4,5.2,7.0,3.7,2.8,6,5.2,No
637,28,Masculino,10,3,Sí,43,No,Sí,2.53,40.0,11.9,36.5,20.3,4.4,4.1,5.8,3.3,8,4.6,No
638,19,Masculino,7,4,No,0,No,Sí,3.26,91.5,7.4,100.0,93.3,5.6,10.0,5.0,5.0,6,5.9,Sí
639,16,Masculino,7,4,Sí,28,Sí,No,3.4,95.7,3.7,100.0,87.8,3.2,9.5,6.3,1.5,4,7.7,Sí
640,32,Masculino,6,2,No,0,No,Sí,4.06,79.4,21.9,74.6,61.4,14.1,7.9,6.0,4.8,4,4.8,Sí
641,23,Femenino,3,3,Sí,41,No,Sí,2.74,72.2,1.4,66.0,50.6,0.8,8.6,5.9,4.3,4,2.3,No
642,17,Femenino,6,2,No,0,No,Sí,3.71,80.2,10.0,86.2,79.9,6.2,8.0,5.6,1.8,2,1.1,Sí
643,23,Femenino,8,2,Sí,42,No,Sí,3.31,65.5,11.4,66.3,66.5,6.7,5.1,7.4,2.0,8,2.4,No
644,22,Masculino,8,4,No,0,No,Sí,4.05,92.4,20.4,95.4,81.2,11.6,7.9,4.7,3.6,4,2.4,Sí
645,17,Masculino,9,5,Sí,42,Sí,Sí,4.22,93.0,30.9,100.0,100.0,26.8,8.0,5.5,2.2,4,6.3,Sí
646,18,Masculino,1,3,No,0,No,Sí,2.82,41.8,21.2,39.6,42.6,12.5,2.7,6.8,6.0,3,4.9,No
647,33,Masculino,1,4,Sí,12,Sí,Sí,4.39,91.0,17.8,82.4,80.1,6.2,10.0,8.0,3.0,3,5.1,Sí
648,27,Femenino,3,5,Sí,16,No,Sí,3.66,75.9,7.8,66.1,87.7,5.9,6.3,5.7,1.6,2,6.4,Sí
649,16,Masculino,3,4,No,0,No,Sí,4.07,92.8,7.3,91.4,89.0,3.9,9.2,8.1,1.7,4,7.7,Sí
650,27,Masculino,10,2,Sí,31,No,Sí,2.91,78.0,8.8,75.2,83.2,6.4,7.9,3.5,1.4,4,4.6,No
651,20,Masculino,8,5,Sí,32,Sí,No,3.64,65.6,14.2,72.5,74.6,9.2,6.3,6.8,2.9,5,6.5,No
652,32,Femenino,10,3,No,0,No,Sí,4.0,59.3,22.5,70.4,84.8,16.4,5.0,7.2,2.9,2,5.7,Sí
653,31,Femenino,1,3,No,0,No,Sí,2.94,73.3,15.5,84.4,95.3,5.2,7.9,5.6,3.9,9,1.9,Sí
654,30,Femenino,2,1,Sí,41,No,Sí,3.45,57.3,27.4,51.7,48.7,8.8,3.9,5.2,5.6,5,2.0,No
655,30,Masculino,2,3,No,0,Sí,Sí,3.63,66.8,14.7,60.4,57.7,7.8,5.4,7.0,3.0,3,4.3,No
656,20,Masculino,3,2,No,0,No,No,2.97,57.2,8.8,42.7,29.3,6.3,7.1,6.8,5.7,6,5.4,No
657,29,Femenino,6,2,Sí,14,Sí,Sí,2.31,40.0,5.3,40.0,41.2,2.3,2.7,5.8,2.1,3,6.0,No
658,17,Femenino,1,3,No,0,Sí,Sí,3.96,90.4,12.7,97.5,100.0,7.1,10.0,6.5,1.4,8,4.6,Sí
659,26,Masculino,2,4,No,0,Sí,No,3.34,89.8,8.0,84.1,83.5,7.1,10.0,6.1,4.5,6,1.6,Sí
660,34,Femenino,1,5,No,0,Sí,Sí,3.58,72.9,15.7,61.1,75.1,6.7,9.0,8.3,4.3,6,4.3,No
661,22,Femenino,5,3,Sí,13,No,Sí,3.65,65.5,16.9,80.6,82.0,13.6,7.6,7.6,3.4,9,1.3,Sí
662,21,Femenino,7,4,No,0,No,Sí,3.43,91.0,3.7,85.3,97.8,3.0,7.4,7.0,4.2,6,4.6,Sí
663,17,Femenino,8,4,Sí,14,No,Sí,4.35,76.4,26.1,75.5,73.9,21.8,5.8,9.1,0.9,2,6.1,Sí
664,21,Masculino,10,4,Sí,42,Sí,Sí,3.79,63.9,5.9,60.2,48.6,5.0,5.0,8.0,2.4,4,5.9,No
665,33,Masculino,1,2,Sí,14,No,Sí,4.06,91.7,9.8,81.0,74.8,5.9,8.0,8.3,5.3,2,4.0,Sí
666,17,Masculino,7,4,No,0,No,Sí,3.41,47.5,10.9,54.7,54.4,7.7,3.2,8.7,2.6,3,5.8,No
667,33,Femenino,5,5,No,0,Sí,Sí,3.25,67.0,6.8,53.1,45.6,4.6,5.9,6.6,4.2,2,2.8,No
668,30,Femenino,10,4,No,0,No,Sí,2.88,84.0,4.8,93.0,76.4,2.3,9.3,5.3,10.0,5,3.7,No
669,34,Femenino,1,3,No,0,No,Sí,3.15,70.8,13.5,72.9,52.9,6.3,7.9,4.7,5.0,4,1.7,No
670,17,Masculino,3,3,Sí,13,No,Sí,4.51,76.1,26.5,73.9,84.1,13.4,8.0,7.7,2.5,5,3.9,Sí
671,35,Femenino,7,4,Sí,48,No,Sí,3.97,86.4,11.0,84.3,88.2,4.8,8.4,5.6,1.2,6,3.4,Sí
672,21,Femenino,10,3,Sí,35,No,Sí,3.98,97.7,5.0,100.0,100.0,3.8,9.7,10.0,4.3,7,4.2,Sí
673,16,Femenino,1,2,Sí,42,Sí,Sí,3.5,77.2,6.9,72.0,73.7,6.0,8.1,5.8,1.1,6,4.5,No
674,30,Femenino,7,3,No,0,No,Sí,3.96,88.0,11.1,89.4,83.9,9.1,8.2,5.6,2.0,1,5.5,Sí
675,25,Femenino,5,4,No,0,Sí,Sí,4.06,79.8,10.9,72.7,80.6,4.7,9.2,7.7,2.1,2,1.1,Sí
676,34,Masculino,1,5,Sí,29,No,Sí,4.4,95.2,11.1,78.0,60.6,3.7,7.9,7.8,2.8,3,3.3,Sí
677,32,Masculino,1,2,Sí,25,No,Sí,4.32,92.0,8.0,97.0,76.1,6.0,8.3,9.0,3.4,3,7.0,Sí
678,20,Masculino,1,5,Sí,30,No,Sí,4.2,84.9,19.0,100.0,98.0,10.2,7.4,6.5,2.0,2,7.0,Sí
679,19,Masculino,9,3,Sí,35,No,Sí,4.24,77.3,35.0,81.8,83.1,27.8,8.3,8.2,5.1,10,5.1,Sí
680,25,Femenino,3,4,No,0,No,Sí,3.71,82.5,13.9,82.2,73.3,10.7,6.8,6.6,6.1,4,5.2,Sí
681,32,Femenino,5,4,No,0,Sí,Sí,3.48,77.4,13.7,74.2,58.2,9.3,6.6,7.5,2.7,6,2.7,Sí
682,25,Masculino,10,4,No,0,No,Sí,3.75,73.5,15.3,70.6,76.5,6.9,7.9,6.5,5.1,1,4.3,Sí
683,32,Masculino,9,5,No,0,No,Sí,4.19,63.3,19.3,60.1,56.0,7.0,5.3,9.1,2.1,1,6.6,No
684,35,Femenino,6,3,Sí,10,No,Sí,3.52,85.7,1.7,87.3,94.3,0.8,9.6,9.5,1.8,4,2.5,Sí
685,20,Masculino,9,4,Sí,18,No,No,3.25,81.8,12.3,62.7,75.8,7.4,9.2,5.4,5.2,5,5.3,No
686,17,Masculino,8,2,No,0,Sí,Sí,3.41,82.1,1.6,61.6,45.6,1.4,7.6,8.3,3.4,3,6.1,No
687,21,Masculino,8,4,No,0,Sí,Sí,4.02,74.0,23.4,77.6,79.8,7.9,7.6,5.7,3.7,1,5.1,Sí
688,17,Masculino,1,4,Sí,18,No,Sí,3.72,95.4,6.0,93.8,96.3,2.5,10.0,8.2,7.5,2,4.7,Sí
689,28,Masculino,9,4,No,0,No,Sí,2.66,44.0,5.0,36.1,43.5,3.4,5.4,8.8,4.2,4,4.7,No
690,26,Masculino,6,2,No,0,Sí,Sí,3.01,50.7,27.0,42.6,37.2,13.0,5.7,5.6,10.0,10,6.0,No
691,26,Masculino,9,5,No,0,No,Sí,3.92,84.0,22.3,79.6,80.1,18.2,10.0,5.3,3.1,6,5.4,Sí
692,31,Femenino,3,2,No,0,No,Sí,3.5,90.1,7.5,86.8,94.1,2.9,7.9,6.2,6.4,3,6.0,Sí
693,26,Masculino,3,1,No,0,Sí,Sí,3.8,95.9,7.4,100.0,100.0,6.5,10.0,8.2,2.9,3,4.3,Sí
694,34,Femenino,6,4,No,0,No,Sí,3.76,76.8,8.0,68.3,83.9,6.8,8.1,7.4,1.7,5,4.4,Sí
695,30,Masculino,9,3,Sí,33,No,Sí,2.58,40.0,8.5,46.1,37.4,7.0,5.7,6.5,4.6,7,6.1,No
696,31,Masculino,7,4,Sí,18,No,Sí,4.04,72.5,24.5,77.3,79.3,9.9,6.6,7.7,2.9,4,3.2,Sí
697,26,Femenino,3,3,Sí,22,No,Sí,3.03,96.4,5.8,94.7,93.8,2.9,10.0,6.4,8.5,6,2.7,Sí
698,31,Masculino,3,2,Sí,11,No,Sí,3.39,82.8,12.1,88.9,86.9,9.5,6.2,7.0,4.0,5,9.5,Sí
699,23,Masculino,2,4,No,0,No,Sí,5.0,97.4,29.1,100.0,100.0,22.8,9.3,7.5,4.8,4,5.8,Sí
700,19,Masculino,9,3,No,0,Sí,Sí,3.71,92.9,9.3,82.8,84.0,6.7,9.6,7.4,1.4,4,4.5,Sí
701,23,Femenino,3,2,Sí,28,Sí,Sí,4.15,81.2,35.0,76.5,65.8,19.9,8.9,8.8,4.3,6,3.6,Sí
702,19,Masculino,5,4,No,0,No,Sí,2.97,73.7,6.4,76.8,86.3,3.1,4.9,5.4,2.9,6,3.2,No
703,18,Masculino,9,3,Sí,31,No,Sí,3.79,94.8,3.7,90.0,95.9,3.2,8.0,7.9,2.0,5,4.9,Sí
704,18,Femenino,8,3,Sí,20,Sí,Sí,2.96,88.8,5.4,93.7,100.0,2.1,7.6,5.7,6.1,6,4.8,Sí
705,33,Masculino,2,3,Sí,42,No,Sí,3.2,67.3,12.8,76.6,83.9,4.2,5.6,6.3,1.6,5,5.9,Sí
706,34,Femenino,3,4,Sí,41,Sí,Sí,3.43,92.4,4.8,92.2,90.1,1.5,8.3,6.6,3.6,7,2.4,Sí
707,34,Femenino,2,4,Sí,30,No,Sí,4.13,72.8,25.4,68.0,65.9,19.5,7.5,6.3,2.2,4,2.5,Sí
708,20,Femenino,8,4,No,0,Sí,Sí,3.12,96.2,9.5,90.4,100.0,3.2,10.0,5.2,3.4,7,5.5,Sí
709,33,Masculino,6,2,Sí,29,No,Sí,3.39,72.7,11.9,69.8,62.1,7.4,6.8,6.3,2.6,4,5.8,No
710,25,Femenino,6,4,No,0,No,Sí,3.77,96.2,1.2,92.7,83.7,0.6,10.0,7.1,2.7,1,6.8,Sí
711,21,Masculino,9,4,Sí,46,Sí,Sí,3.7,97.0,10.5,100.0,100.0,4.1,9.8,6.6,3.1,7,8.3,Sí
712,16,Masculino,8,4,Sí,18,No,Sí,3.97,81.4,11.5,76.7,61.7,8.5,7.9,8.6,1.9,1,4.5,Sí
713,20,Masculino,4,3,Sí,34,No,Sí,3.05,80.0,4.3,78.6,82.1,1.4,9.3,6.7,5.0,3,6.3,Sí
714,24,Femenino,4,5,No,0,No,Sí,4.37,95.5,14.4,100.0,100.0,7.1,9.4,6.8,4.2,5,2.9,Sí
715,27,Masculino,9,4,Sí,42,Sí,No,3.2,77.4,13.4,74.8,72.3,8.5,6.8,7.0,1.8,4,0.0,No
716,29,Masculino,1,2,No,0,No,Sí,3.5,75.9,7.9,72.4,86.4,4.3,9.2,6.6,6.1,5,3.0,Sí
717,17,Masculino,2,3,No,0,Sí,Sí,3.37,90.1,4.8,97.1,100.0,2.2,9.0,7.4,4.4,3,4.0,Sí
718,32,Femenino,2,5,No,0,No,Sí,4.21,79.3,28.4,88.5,80.8,24.3,10.0,6.2,3.2,6,9.3,Sí
719,29,Femenino,6,1,No,0,No,Sí,3.62,83.8,11.7,84.2,90.7,10.0,8.0,5.4,1.5,5,1.7,Sí
720,28,Femenino,4,6,Sí,15,No,Sí,3.72,97.3,11.1,100.0,100.0,6.1,8.1,6.7,2.2,4,6.5,Sí
721,24,Masculino,10,4,Sí,26,No,Sí,3.87,79.4,13.6,80.8,81.6,7.3,7.0,7.3,1.2,3,3.8,Sí
722,30,Masculino,3,3,Sí,34,Sí,Sí,3.24,73.6,9.0,80.6,76.3,4.3,6.6,7.0,3.3,7,6.0,No
723,30,Femenino,3,2,No,0,Sí,Sí,3.38,68.6,15.0,84.2,73.2,12.2,6.7,5.7,4.6,4,5.1,No
724,26,Masculino,3,2,Sí,13,No,Sí,4.15,83.3,11.0,78.3,72.7,7.1,7.4,7.0,2.1,3,3.2,Sí
725,31,Masculino,6,5,Sí,39,Sí,Sí,4.03,90.8,6.8,86.6,75.8,2.4,7.6,7.6,3.0,7,7.0,Sí
726,32,Femenino,8,2,No,0,Sí,No,4.58,87.0,35.0,93.3,100.0,28.4,8.3,7.0,4.9,1,5.9,Sí
727,19,Femenino,7,4,Sí,12,No,Sí,3.73,84.9,8.5,83.6,81.1,5.3,8.6,5.9,2.2,2,5.0,Sí
728,16,Femenino,4,3,No,0,Sí,Sí,3.76,84.2,6.0,76.7,81.9,3.3,8.9,6.9,4.0,4,5.6,Sí
729,23,Femenino,4,2,No,0,No,Sí,3.39,78.8,7.0,76.0,88.6,3.5,7.9,8.8,8.6,4,4.2,Sí
730,32,Femenino,10,1,Sí,35,Sí,Sí,3.0,56.2,8.5,44.8,47.0,3.1,7.3,5.6,4.3,4,1.1,No
731,18,Masculino,2,3,Sí,45,No,Sí,4.62,93.8,7.9,94.0,100.0,6.9,9.5,8.1,1.8,5,5.2,Sí
732,35,Masculino,1,6,Sí,17,No,Sí,3.4,94.4,13.3,95.8,92.2,9.9,6.8,4.1,3.0,2,9.5,Sí
733,30,Femenino,9,3,No,0,No,Sí,3.79,87.0,12.3,95.7,99.6,4.7,9.0,6.1,4.3,3,6.7,Sí
734,30,Masculino,2,3,No,0,Sí,Sí,3.99,84.3,26.5,93.8,95.8,16.1,8.4,6.3,3.9,2,5.6,Sí
735,29,Femenino,8,3,No,0,No,Sí,3.88,89.1,11.3,86.6,79.6,7.1,9.8,8.1,1.8,5,5.8,Sí
736,29,Masculino,9,3,No,0,No,Sí,3.51,74.9,6.7,91.8,88.7,2.7,6.1,8.9,3.7,5,5.0,Sí
737,17,Masculino,4,3,No,0,No,Sí,4.35,82.2,21.7,73.6,87.8,12.1,9.5,8.1,2.7,5,0.5,Sí
738,28,Femenino,8,5,Sí,13,No,Sí,4.02,79.6,5.0,68.4,64.9,3.5,8.3,7.4,2.4,5,2.9,No
739,29,Femenino,9,3,Sí,31,No,Sí,3.4,80.8,5.2,70.9,54.3,2.4,8.2,8.1,4.0,5,4.9,No
740,34,Femenino,10,3,No,0,Sí,Sí,2.84,54.2,9.7,44.9,41.4,4.8,6.5,5.2,7.3,6,6.8,No
741,22,Masculino,10,2,Sí,41,No,Sí,3.75,92.3,8.9,98.4,90.9,3.3,10.0,7.9,2.1,4,8.7,Sí
742,18,Femenino,5,6,Sí,33,No,Sí,2.87,78.2,2.1,91.7,96.2,1.2,9.1,5.5,3.8,6,2.8,Sí
743,30,Masculino,7,2,No,0,No,Sí,4.36,77.5,22.8,91.3,97.4,14.9,4.9,5.9,2.9,1,6.3,Sí
744,29,Masculino,10,1,Sí,46,Sí,Sí,3.59,81.5,2.8,66.5,70.0,1.0,6.4,7.3,4.1,5,0.5,No
745,26,Masculino,4,4,No,0,No,Sí,2.75,58.3,2.8,65.2,61.1,1.9,5.3,5.3,3.2,1,4.3,No
746,30,Masculino,1,3,No,0,No,No,3.56,84.6,4.5,96.8,97.4,2.4,7.0,8.3,2.3,5,4.9,Sí
747,28,Masculino,3,3,Sí,42,Sí,Sí,3.44,77.5,4.4,85.5,82.3,3.1,6.9,6.8,2.2,6,8.4,Sí
748,33,Femenino,5,3,No,0,Sí,No,2.86,65.1,14.6,60.1,45.6,7.2,6.5,5.2,3.8,9,3.4,No
749,21,Femenino,3,4,Sí,21,Sí,Sí,3.51,68.5,8.9,69.9,68.7,5.7,6.3,8.6,3.2,4,4.3,Sí
750,18,Femenino,7,2,Sí,20,No,Sí,2.95,63.1,4.5,55.5,81.9,3.0,6.3,6.5,4.1,3,7.0,No
751,34,Masculino,9,4,Sí,33,Sí,Sí,4.11,92.1,20.4,98.0,87.7,14.6,10.0,6.6,1.4,7,3.5,Sí
752,30,Femenino,6,4,Sí,17,No,Sí,3.77,82.1,22.9,70.4,51.8,17.3,10.0,6.5,5.2,6,3.9,Sí
753,20,Femenino,10,3,No,0,No,Sí,2.5,88.7,7.6,94.2,100.0,2.9,9.3,3.3,6.1,6,2.1,No
754,25,Femenino,1,3,Sí,47,No,Sí,4.53,89.7,15.0,84.1,88.5,13.2,10.0,8.3,3.2,6,6.2,Sí
755,22,Masculino,7,2,Sí,31,No,Sí,3.43,80.4,1.7,83.3,86.3,1.3,7.6,6.8,4.2,5,2.1,No
756,32,Masculino,3,4,Sí,43,Sí,Sí,3.48,57.3,22.1,55.3,51.7,14.1,5.0,7.0,4.9,6,7.1,No
757,22,Masculino,5,3,No,0,No,Sí,4.07,92.5,17.9,89.7,91.9,15.0,9.2,7.6,2.7,5,2.5,Sí
758,27,Masculino,10,3,No,0,No,Sí,3.79,92.1,3.7,99.7,100.0,2.0,8.8,6.4,3.4,5,3.5,Sí
759,32,Masculino,4,3,Sí,23,Sí,Sí,4.19,99.3,25.4,100.0,100.0,8.1,10.0,5.5,3.8,7,2.7,Sí
760,28,Femenino,10,6,Sí,42,Sí,Sí,3.06,63.8,15.8,56.9,66.1,11.7,6.4,5.7,2.3,9,4.4,No
761,35,Masculino,5,3,Sí,19,No,Sí,3.31,58.5,2.5,59.9,66.0,2.2,7.7,7.8,3.2,2,7.2,No
762,19,Masculino,5,5,Sí,25,No,Sí,3.45,77.0,6.4,68.3,61.5,2.5,7.8,6.8,1.1,6,3.6,No
763,25,Masculino,6,3,No,0,No,Sí,3.9,83.2,11.3,79.5,81.8,7.8,7.5,8.0,2.2,6,3.0,Sí
764,18,Masculino,10,1,No,0,Sí,Sí,3.03,40.0,7.1,34.2,28.0,5.6,3.4,8.2,6.2,5,5.0,No
765,24,Masculino,10,2,Sí,37,No,Sí,3.38,54.6,11.8,44.5,56.8,10.0,4.7,7.9,3.6,7,4.9,No
766,28,Masculino,6,3,Sí,25,Sí,Sí,4.06,58.5,18.0,67.0,59.8,8.4,6.7,8.3,2.0,2,6.4,Sí
767,33,Masculino,8,2,Sí,42,No,Sí,3.58,49.1,15.5,49.9,48.6,5.8,4.8,5.9,1.6,5,2.4,No
768,30,Femenino,8,1,No,0,No,Sí,3.79,80.9,15.7,76.5,65.6,7.0,8.2,7.5,10.0,2,5.5,Sí
769,19,Femenino,9,5,Sí,30,No,Sí,4.05,40.0,26.6,39.5,34.6,17.2,4.5,6.2,2.1,4,7.5,No
770,30,Masculino,8,4,No,0,Sí,Sí,3.91,90.8,7.4,100.0,94.9,6.3,9.7,5.5,2.3,3,3.0,Sí
771,17,Masculino,2,4,No,0,No,Sí,3.4,80.2,2.6,88.4,86.9,1.7,9.3,7.4,4.1,2,5.4,Sí
772,30,Femenino,10,2,Sí,18,Sí,Sí,3.42,65.0,14.4,69.5,60.5,12.2,6.9,7.7,2.0,2,3.0,No
773,23,Masculino,1,2,No,0,No,Sí,4.5,82.5,25.5,77.2,89.3,19.5,7.1,6.4,3.6,3,7.2,Sí
774,23,Masculino,10,1,No,0,No,Sí,3.56,88.3,14.3,89.2,87.4,9.4,8.2,6.9,3.0,5,8.4,Sí
775,32,Femenino,2,4,No,0,Sí,Sí,3.84,88.2,5.1,79.4,74.1,1.6,8.2,7.6,1.7,3,2.6,Sí
776,27,Masculino,2,5,Sí,17,No,Sí,3.71,79.7,13.8,79.0,86.7,6.9,7.1,6.1,3.1,6,5.6,Sí
777,34,Femenino,3,3,Sí,25,No,Sí,3.58,84.0,11.1,91.8,100.0,3.7,9.6,7.8,3.5,3,5.7,Sí
778,25,Masculino,10,2,No,0,No,Sí,2.92,51.0,13.0,60.3,56.2,6.4,4.9,5.7,1.8,4,5.3,No
779,24,Masculino,7,3,No,0,No,Sí,3.25,75.8,5.7,70.7,68.3,1.9,7.8,7.3,3.9,1,4.5,No
780,20,Masculino,2,3,No,0,No,Sí,3.67,75.9,7.7,82.5,75.2,3.1,8.0,5.3,4.3,4,3.9,Sí
781,21,Femenino,1,3,No,0,No,Sí,4.41,89.9,11.7,95.0,100.0,6.4,9.2,8.4,1.8,2,1.9,Sí
782,35,Masculino,6,3,No,0,Sí,Sí,3.31,43.9,20.1,42.0,51.6,12.3,4.8,7.6,3.8,2,4.7,No
783,17,Masculino,9,4,No,0,No,Sí,3.61,77.5,9.5,83.5,83.0,4.1,10.0,9.2,3.4,1,6.7,Sí
784,28,Femenino,3,2,Sí,25,No,Sí,3.3,61.3,19.0,71.1,66.7,14.1,6.9,5.7,2.5,3,7.2,No
785,21,Masculino,6,1,No,0,No,Sí,3.47,93.0,6.7,99.8,100.0,4.4,8.2,7.6,2.6,10,5.4,Sí
786,20,Masculino,3,6,No,0,No,Sí,4.43,85.1,35.0,76.6,84.0,25.0,8.9,6.8,3.7,5,3.0,Sí
787,16,Femenino,1,2,No,0,No,Sí,3.77,93.7,6.9,91.5,100.0,5.1,9.5,5.0,2.2,3,2.4,Sí
788,21,Masculino,5,1,No,0,Sí,Sí,3.15,80.0,7.7,83.2,77.4,5.6,6.3,6.9,4.0,4,3.8,Sí
789,21,Femenino,10,2,Sí,17,Sí,Sí,4.31,88.8,14.5,82.4,90.9,12.5,6.0,7.5,2.0,6,1.2,Sí
790,31,Femenino,4,1,No,0,No,Sí,3.71,80.1,13.7,92.6,93.7,6.1,8.2,9.2,2.1,3,0.0,Sí
